problem_id,success_rate,attempt_count,avg_response_time,avg_hints,avg_attempts,difficulty_score,difficulty_level
46846,0.46153846153846156,13,19930.46153846154,0.6153846153846154,2.0,0.30161974235137,Easy
46847,0.6923076923076923,13,45682.230769230766,0.9230769230769231,1.1538461538461537,0.20076021909170325,Easy
46848,0.6428571428571429,84,38000.666666666664,0.0,1.0,0.1794756838905775,Easy
46849,0.0,15,14151.733333333334,0.6666666666666666,6.0,0.5385543662707218,Medium
46850,0.38461538461538464,13,28640.23076923077,2.1538461538461537,1.8461538461538463,0.41639332081571995,Medium
46851,0.7192982456140351,114,49503.68421052631,0.0,0.9824561403508771,0.14123926838372527,Easy
46852,0.375,16,23583.5,1.1875,1.625,0.37298015108993604,Medium
46853,0.5,16,64075.8125,1.1875,1.875,0.3107062149197233,Easy
46854,0.7017543859649122,114,40540.31578947369,0.0,0.9473684210526315,0.14997946995147446,Easy
46855,0.5,16,13044.0625,0.75,3.125,0.2900957365226472,Easy
46856,0.6666666666666666,15,21832.933333333334,0.9333333333333333,1.6,0.2144938432754645,Easy
46857,0.7021276595744681,94,80910.89361702128,0.0,0.9787234042553191,0.14982118605703937,Easy
46858,0.21428571428571427,14,21026.214285714286,1.1428571428571428,2.4285714285714284,0.4518454789564958,Medium
46859,0.5,14,18951.14285714286,1.8571428571428572,1.8571428571428572,0.3439667984410838,Medium
46860,0.68,100,29793.66,0.0,0.82,0.1607414893617021,Easy
46861,0.1875,16,20251.0,1.375,1.8125,0.4762171836248531,Medium
46862,0.5,16,14979.5,1.25,1.8125,0.3137555271831353,Easy
46863,0.803921568627451,102,43997.450980392154,0.0,1.0,0.09894347100542343,Easy
46864,0.3,10,30070.1,1.2,2.3,0.4117116890745333,Medium
46865,0.6666666666666666,9,36292.444444444445,1.3333333333333333,1.3333333333333333,0.23413000913718837,Easy
46866,0.7037037037037037,108,51710.62962962963,0.0,0.9259259259259259,0.14898542159180456,Easy
46867,0.6,15,11535.2,0.6,1.2666666666666666,0.23096134099116739,Easy
46868,0.42857142857142855,14,30139.214285714286,2.142857142857143,1.5714285714285714,0.39362079735953903,Medium
46869,0.7555555555555555,90,41402.4,0.0,1.0,0.12312647754137117,Easy
46870,0.18181818181818182,11,13405.545454545454,1.3636363636363635,1.6363636363636365,0.4783341244318923,Medium
46871,0.7272727272727273,11,19694.454545454544,0.7272727272727273,1.1818181818181819,0.1735728483108068,Easy
46872,0.6153846153846154,78,34923.07692307692,0.0,0.9743589743589743,0.1931887615930169,Easy
46873,0.4,15,8477.466666666667,0.8,2.7333333333333334,0.34222623243266764,Medium
46874,0.21428571428571427,14,13924.07142857143,1.2857142857142858,1.8571428571428572,0.45842779756465957,Medium
46875,0.7446808510638298,94,38552.65957446808,0.0,0.9574468085106383,0.12852535083748304,Easy
46876,0.3333333333333333,12,14084.333333333334,1.25,2.5,0.3977105360483836,Medium
46877,0.7,10,12395.7,0.8,1.5,0.1911109842057173,Easy
46878,0.6153846153846154,104,27629.21153846154,0.0,0.9615384615384616,0.19317716857610473,Easy
46879,0.45,20,23429.85,0.45,2.2,0.2993513248923117,Easy
46880,0.631578947368421,19,18881.263157894737,1.263157894736842,1.4210526315789473,0.24826594370667565,Easy
46881,0.6666666666666666,90,49437.066666666666,0.0,0.9777777777777777,0.16755082742316788,Easy
46882,0.2,15,9625.066666666668,1.2,2.6666666666666665,0.4620432493582213,Medium
46883,0.4666666666666667,15,18072.333333333332,1.6,1.9333333333333333,0.347924096071009,Medium
46884,0.9411764705882353,34,126013.23529411765,0.0,0.9411764705882353,0.030262828535669594,Easy
46885,0.0,1,47079.0,3.0,1.0,0.649984009920376,Medium
46886,0.0,1,56798.0,0.0,2.0,0.5018085106382979,Medium
46887,0.5555555555555556,36,54855.88888888889,0.0,1.0,0.22312647754137116,Easy
46888,0.2857142857142857,7,5191.571428571428,0.2857142857142857,1.8571428571428572,0.37302026031663155,Medium
46889,0.8571428571428571,7,23201.14285714286,0.5714285714285714,1.2857142857142858,0.10098732914390142,Easy
46890,0.5454545454545454,44,92741.45454545454,0.0,0.9545454545454546,0.22813588007736946,Easy
46891,0.4,10,11085.9,0.4,2.2,0.3218666623156246,Easy
46892,0.6666666666666666,9,27188.666666666668,0.6666666666666666,1.7777777777777777,0.20140306603431524,Easy
46893,0.6363636363636364,22,75731.09090909091,0.0,1.0,0.18272243713733077,Easy
46894,0.6666666666666666,3,25000.333333333332,0.3333333333333333,1.6666666666666667,0.18473817604316234,Easy
46895,0.0,3,20913.333333333332,3.3333333333333335,1.3333333333333333,0.6668498455380064,Hard
46896,0.35714285714285715,28,123338.42857142857,0.0,0.9285714285714286,0.3222682370820668,Easy
46897,0.625,8,29492.25,0.375,1.625,0.2076043842187704,Easy
46898,0.5,8,33088.625,1.5,1.5,0.32589626027933694,Easy
46899,0.5833333333333334,24,64038.75,0.0,0.9166666666666666,0.20916223404255319,Easy
46900,0.25,4,7980.25,0.5,1.5,0.4012030087455946,Medium
46901,0.5,4,29295.5,1.25,1.25,0.3132468835661141,Easy
46902,0.7,40,51459.6,0.0,0.9,0.15081382978723407,Easy
46903,0.16666666666666666,6,12496.666666666666,0.8333333333333334,1.3333333333333333,0.4592833833703172,Medium
46904,0.2,5,32876.4,1.0,1.6,0.4511400600443806,Medium
46905,0.6818181818181818,44,71383.22727272728,0.0,0.9090909090909091,0.15991295938104452,Easy
46906,0.0,7,32804.857142857145,1.7142857142857142,2.5714285714285716,0.5875136591642269,Medium
46907,1.0,5,16800.0,0.0,1.0,0.0009042553191489361,Easy
46908,0.4375,32,32339.75,0.0,0.9375,0.2820977393617021,Easy
46909,0.5555555555555556,9,26309.88888888889,0.6666666666666666,1.7777777777777777,0.25695862158987076,Easy
46910,0.6666666666666666,9,23722.444444444445,0.4444444444444444,1.8888888888888888,0.19046059406227792,Easy
46911,0.5333333333333333,30,95665.33333333333,0.0,0.9333333333333333,0.234177304964539,Easy
46912,0.5714285714285714,7,7453.428571428572,0.42857142857142855,1.8571428571428572,0.23726215339288045,Easy
46913,0.875,8,35174.25,0.5,1.0,0.0882508810860201,Easy
46914,0.8125,32,64355.0625,0.0,1.0,0.09465425531914894,Easy
46915,0.3333333333333333,3,17224.0,1.0,2.0,0.38483509550537354,Medium
46916,0.6666666666666666,3,45417.0,1.3333333333333333,1.6666666666666667,0.2344314275769047,Easy
46917,0.5652173913043478,46,29825.652173913044,0.0,0.9565217391304348,0.2182562442183164,Easy
46918,0.1,10,13492.1,0.8,2.3,0.49183438846103644,Medium
46919,0.8,10,24722.1,0.0,1.2,0.1010851063829787,Easy
46920,0.625,48,60375.333333333336,0.0,1.0,0.18840425531914895,Easy
46921,0.3333333333333333,9,6421.888888888889,0.8888888888888888,1.4444444444444444,0.37881125904654167,Medium
46922,0.6666666666666666,9,14493.666666666666,0.8888888888888888,1.4444444444444444,0.21214459237987499,Easy
46923,0.7222222222222222,36,55173.11111111111,0.0,0.9444444444444444,0.13974290780141846,Easy
46924,0.2,5,38590.2,1.2,1.8,0.4612595614149589,Medium
46925,0.6,5,37653.4,1.6,4.0,0.2831262237305835,Easy
46926,0.2857142857142857,28,37231.142857142855,0.0,1.0,0.3580471124620061,Medium
46927,0.6,10,15994.9,1.2,1.6,0.26107871035112906,Easy
46928,0.4,10,15865.3,2.2,1.5,0.41068153635295657,Medium
46929,0.5789473684210527,38,43552.26315789474,0.0,0.9473684210526315,0.21138297872340425,Easy
46930,0.8571428571428571,7,15917.285714285714,0.42857142857142855,1.0,0.09362993454789567,Easy
46931,0.8571428571428571,7,9822.142857142857,0.5714285714285714,1.0,0.10072897048128744,Easy
46932,0.875,32,56152.4375,0.0,0.875,0.06329122340425532,Easy
46933,1.0,2,7410.0,0.0,1.0,0.0009042553191489361,Easy
46934,0.0,2,5413.0,4.0,2.0,0.7005815167732672,Hard
46935,0.9047619047619048,42,88955.23809523809,0.0,1.0,0.04852330293819655,Easy
46936,0.0,2,13856.0,0.0,3.0,0.5027127659574468,Medium
46937,1.0,2,52701.0,0.0,1.0,0.0009042553191489361,Easy
46938,0.7647058823529411,34,27685.058823529413,0.0,0.9411764705882353,0.11849812265331668,Easy
46939,0.75,4,26006.75,0.75,1.0,0.1631741939694557,Easy
46940,0.0,4,20390.75,1.5,2.0,0.5763483879389114,Medium
46941,0.75,32,43440.1875,0.0,1.0,0.12590425531914895,Easy
46942,0.0,4,16859.5,1.75,1.75,0.5885456369925597,Medium
46943,0.3333333333333333,3,17732.666666666668,0.0,1.6666666666666667,0.33484042553191495,Medium
46944,0.36363636363636365,44,71539.36363636363,0.0,0.8181818181818182,0.31892166344294004,Easy
46945,0.7142857142857143,14,12425.357142857143,0.35714285714285715,1.1428571428571428,0.1616381673410782,Easy
46946,0.7857142857142857,14,22729.214285714286,0.8571428571428571,1.0714285714285714,0.15070591772801015,Easy
46947,0.46153846153846156,26,36307.153846153844,0.0,1.0,0.27013502454991817,Easy
46948,0.14285714285714285,7,9719.857142857143,0.8571428571428571,3.0,0.47387841012922594,Medium
46949,0.42857142857142855,7,21279.285714285714,0.0,1.8571428571428572,0.2873936170212766,Easy
46950,0.8,20,67703.1,0.0,0.9,0.10081382978723402,Easy
46951,0.0,2,20320.0,3.0,1.5,0.6504361375799504,Medium
46952,0.0,2,81102.0,2.5,1.5,0.6255895118130792,Medium
46953,0.6363636363636364,22,46822.09090909091,0.0,1.0,0.18272243713733077,Easy
46954,0.25,4,103309.75,1.25,4.0,0.44073358569377363,Medium
46955,0.75,4,20773.0,1.0,5.5,0.17966665578906146,Easy
46956,0.9473684210526315,38,42472.31578947369,0.0,1.0,0.027220044792833173,Easy
46957,0.0,1,10343.0,0.0,2.0,0.5018085106382979,Medium
46958,1.0,1,13093.0,0.0,1.0,0.0009042553191489361,Easy
46959,0.7142857142857143,28,34186.642857142855,0.0,0.9285714285714286,0.1436968085106383,Easy
46960,0.75,4,30419.75,0.75,1.25,0.16340025779924292,Easy
46961,0.5,4,31474.75,1.5,1.25,0.3256701964495497,Easy
46962,0.6521739130434783,46,152890.91304347827,0.0,0.9565217391304348,0.17477798334875116,Easy
46963,0.5,8,39497.25,0.375,1.375,0.26987832038898313,Easy
46964,0.625,8,62611.75,0.5,1.25,0.21347694491580732,Easy
46965,0.9090909090909091,22,44350.0,0.0,1.0,0.046358800773694406,Easy
46966,1.0,1,149230.0,0.0,1.0,0.0009042553191489361,Easy
46967,1.0,1,11516.0,0.0,1.0,0.0009042553191489361,Easy
46968,0.5,40,48196.8,0.0,0.95,0.25085904255319147,Easy
46969,0.2,10,10130.7,0.8,1.4,0.4410205586738024,Medium
46970,0.4,10,23782.6,1.4,2.3,0.3716503393812818,Medium
46971,0.8666666666666667,30,41878.333333333336,0.0,0.9333333333333333,0.06751063829787232,Easy
47039,0.5,8,25952.0,1.5,1.5,0.32589626027933694,Easy
47040,0.75,24,80846.58333333333,0.3333333333333333,1.5,0.1429208001566375,Easy
47041,0.8666666666666667,30,29828.066666666666,0.3333333333333333,1.0666666666666667,0.08419562285167297,Easy
47042,0.9090909090909091,22,49950.0,0.36363636363636365,1.0,0.06442907405869162,Easy
47043,0.5,20,40903.8,1.0,1.8,0.3013209111082104,Easy
47044,0.6923076923076923,26,85204.07692307692,0.07692307692307693,1.2307692307692308,0.15878164128000966,Easy
